,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,Jakarta,kualitas_udara
0,2016-01-01,1,59.0,19.0,27.0,31.0,1.0,59.0,PM10,SEDANG,Jakarta_Pusat,2
1,2016-01-02,1,52.0,19.0,16.0,33.0,2.0,52.0,PM10,SEDANG,Jakarta_Pusat,2
2,2016-01-03,1,44.0,19.0,16.0,36.0,2.0,44.0,PM10,BAIK,Jakarta_Pusat,3
3,2016-01-04,1,58.0,21.0,16.0,46.0,5.0,58.0,PM10,SEDANG,Jakarta_Pusat,2
4,2016-01-05,1,70.0,19.0,16.0,41.0,4.0,70.0,PM10,SEDANG,Jakarta_Pusat,2
5,2016-01-06,1,69.0,19.0,16.0,19.0,4.0,69.0,PM10,SEDANG,Jakarta_Pusat,2
6,2016-01-07,1,58.0,19.0,16.0,25.0,3.0,58.0,PM10,SEDANG,Jakarta_Pusat,2
7,2016-01-08,1,46.0,24.0,16.0,59.33919741346519,3.0,46.0,PM10,BAIK,Jakarta_Pusat,3
8,2016-01-09,1,51.0,32.0,16.0,59.33919741346519,2.0,51.0,PM10,SEDANG,Jakarta_Pusat,2
9,2016-01-10,1,59.0,39.0,16.0,43.0,3.0,59.0,PM10,SEDANG,Jakarta_Pusat,2
10,2016-01-11,1,66.0,38.0,16.0,29.0,3.0,66.0,PM10,SEDANG,Jakarta_Pusat,2
11,2016-01-12,1,60.0,37.0,16.0,31.0,4.0,60.0,PM10,SEDANG,Jakarta_Pusat,2
12,2016-01-13,1,60.0,37.0,16.0,59.33919741346519,2.0,60.0,PM10,SEDANG,Jakarta_Pusat,2
13,2016-01-14,1,51.0,38.0,16.0,59.33919741346519,3.0,51.0,PM10,SEDANG,Jakarta_Pusat,2
14,2016-01-15,1,53.0,42.0,16.0,59.33919741346519,3.0,53.0,PM10,SEDANG,Jakarta_Pusat,2
15,2016-01-16,1,59.0,42.0,26.0,95.0,4.0,95.0,O3,SEDANG,Jakarta_Pusat,2
16,2016-01-17,1,58.0,42.0,19.0,149.0,4.0,149.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
17,2016-01-18,1,73.0,44.0,32.0,87.0,4.0,87.0,O3,SEDANG,Jakarta_Pusat,2
18,2016-01-19,1,60.0,45.0,24.0,78.0,4.0,78.0,O3,SEDANG,Jakarta_Pusat,2
19,2016-01-20,1,54.0,44.0,33.0,69.0,3.0,69.0,O3,SEDANG,Jakarta_Pusat,2
20,2016-01-21,1,66.0,48.0,31.0,53.0,3.0,66.0,PM10,SEDANG,Jakarta_Pusat,2
21,2016-01-22,1,65.0,41.0,31.0,45.0,2.0,65.0,PM10,SEDANG,Jakarta_Pusat,2
22,2016-01-23,1,43.0,40.0,25.0,51.0,3.0,51.0,O3,SEDANG,Jakarta_Pusat,2
23,2016-01-24,1,55.0,41.0,38.0,48.0,2.0,55.0,PM10,SEDANG,Jakarta_Pusat,2
24,2016-01-25,1,33.0,40.0,32.0,49.0,4.0,49.0,O3,BAIK,Jakarta_Pusat,3
25,2016-01-26,1,61.0,42.0,40.0,54.0,3.0,61.0,PM10,SEDANG,Jakarta_Pusat,2
26,2016-01-27,1,74.0,43.0,41.0,61.0,4.0,74.0,PM10,SEDANG,Jakarta_Pusat,2
27,2016-01-28,1,58.0,42.0,30.0,77.0,3.0,77.0,O3,SEDANG,Jakarta_Pusat,2
28,2016-01-29,1,58.0,44.0,29.0,79.0,4.0,79.0,O3,SEDANG,Jakarta_Pusat,2
29,2016-01-30,1,45.0,42.0,22.0,62.0,2.0,62.0,O3,SEDANG,Jakarta_Pusat,2
30,2016-01-31,1,48.0,42.0,21.0,51.0,2.0,51.0,O3,SEDANG,Jakarta_Pusat,2
31,2016-01-01,2,69.0,19.0,42.0,40.0,10.0,69.0,PM10,SEDANG,Jakarta_Utara,2
32,2016-01-02,2,40.0,20.0,15.0,44.0,12.0,44.0,O3,BAIK,Jakarta_Utara,3
33,2016-01-03,2,32.0,18.0,24.0,43.0,18.0,43.0,O3,BAIK,Jakarta_Utara,3
34,2016-01-04,2,61.0,27.0,21.0,103.0,24.0,103.0,O3,TIDAK SEHAT,Jakarta_Utara,1
35,2016-01-05,2,61.0,21.0,31.0,67.0,22.0,67.0,O3,SEDANG,Jakarta_Utara,2
36,2016-01-06,2,64.0,24.0,25.0,55.0,17.0,64.0,PM10,SEDANG,Jakarta_Utara,2
37,2016-01-07,2,57.0,30.0,21.0,70.0,13.0,70.0,O3,SEDANG,Jakarta_Utara,2
38,2016-01-08,2,50.0,22.0,10.0,62.0,9.0,62.0,O3,SEDANG,Jakarta_Utara,2
39,2016-01-09,2,51.0,23.0,12.0,68.0,8.0,68.0,O3,SEDANG,Jakarta_Utara,2
40,2016-01-10,2,57.0,32.0,16.0,86.0,15.0,86.0,O3,SEDANG,Jakarta_Utara,2
41,2016-01-11,2,59.0,24.0,26.0,93.0,14.0,93.0,O3,SEDANG,Jakarta_Utara,2
42,2016-01-12,2,59.0,28.0,15.0,60.0,13.0,60.0,O3,SEDANG,Jakarta_Utara,2
43,2016-01-13,2,55.0,26.0,17.0,57.0,16.0,57.0,O3,SEDANG,Jakarta_Utara,2
44,2016-01-14,2,59.0,27.0,17.0,53.0,18.0,59.0,PM10,SEDANG,Jakarta_Utara,2
45,2016-01-15,2,55.0,27.0,13.0,60.0,11.0,60.0,O3,SEDANG,Jakarta_Utara,2
46,2016-01-16,2,54.0,23.0,20.0,78.0,13.0,78.0,O3,SEDANG,Jakarta_Utara,2
47,2016-01-17,2,61.0,23.682984790874524,14.0,146.0,17.0,146.0,O3,TIDAK SEHAT,Jakarta_Utara,1
48,2016-01-18,2,79.0,23.682984790874524,29.0,107.0,21.0,107.0,O3,TIDAK SEHAT,Jakarta_Utara,1
49,2016-01-19,2,62.0,23.682984790874524,20.0,74.0,18.0,74.0,O3,SEDANG,Jakarta_Utara,2
50,2016-01-20,2,61.0,24.0,27.0,66.0,18.0,66.0,O3,SEDANG,Jakarta_Utara,2
51,2016-01-21,2,54.0,23.682984790874524,23.0,39.0,14.0,54.0,PM10,SEDANG,Jakarta_Utara,2
52,2016-01-22,2,60.0,2.0,37.0,32.0,15.0,60.0,PM10,SEDANG,Jakarta_Utara,2
53,2016-01-23,2,49.0,4.0,23.0,40.0,14.0,49.0,PM10,BAIK,Jakarta_Utara,3
54,2016-01-24,2,45.0,1.0,42.0,38.0,14.0,45.0,PM10,BAIK,Jakarta_Utara,3
55,2016-01-25,2,30.0,5.0,29.0,43.0,13.0,43.0,O3,BAIK,Jakarta_Utara,3
56,2016-01-26,2,58.0,10.0,47.0,40.0,16.0,58.0,PM10,SEDANG,Jakarta_Utara,2
57,2016-01-27,2,75.0,4.0,41.0,49.0,21.0,75.0,PM10,SEDANG,Jakarta_Utara,2
58,2016-01-28,2,61.0,12.0,22.0,49.0,12.0,61.0,PM10,SEDANG,Jakarta_Utara,2
59,2016-01-29,2,55.0,4.0,29.0,83.0,16.0,83.0,O3,SEDANG,Jakarta_Utara,2
60,2016-01-30,2,46.0,5.0,24.0,62.0,14.0,62.0,O3,SEDANG,Jakarta_Utara,2
61,2016-01-31,2,35.0,2.0,25.0,44.0,12.0,44.0,O3,BAIK,Jakarta_Utara,3
62,2016-01-01,3,51.961251435132034,17.0,53.0,51.0,11.0,53.0,CO,SEDANG,Jakarta_Selatan,2
63,2016-01-02,3,51.961251435132034,16.0,29.0,50.0,5.0,50.0,O3,BAIK,Jakarta_Selatan,3
64,2016-01-03,3,51.961251435132034,16.0,33.0,50.0,5.0,50.0,O3,BAIK,Jakarta_Selatan,3
65,2016-01-04,3,51.961251435132034,18.0,36.0,71.0,9.0,71.0,O3,SEDANG,Jakarta_Selatan,2
66,2016-01-05,3,51.961251435132034,16.0,54.0,46.0,11.0,54.0,CO,SEDANG,Jakarta_Selatan,2
67,2016-01-06,3,51.961251435132034,17.0,43.0,39.0,13.0,43.0,CO,BAIK,Jakarta_Selatan,3
68,2016-01-07,3,51.961251435132034,17.0,31.0,52.0,11.0,52.0,O3,SEDANG,Jakarta_Selatan,2
69,2016-01-08,3,51.961251435132034,18.0,30.0,60.0,7.0,60.0,O3,SEDANG,Jakarta_Selatan,2
70,2016-01-09,3,51.961251435132034,17.0,34.0,64.0,8.0,64.0,O3,SEDANG,Jakarta_Selatan,2
71,2016-01-10,3,51.961251435132034,17.0,38.0,74.0,7.0,74.0,O3,SEDANG,Jakarta_Selatan,2
72,2016-01-11,3,51.961251435132034,17.0,36.0,65.0,5.0,65.0,O3,SEDANG,Jakarta_Selatan,2
73,2016-01-12,3,51.961251435132034,16.0,38.0,59.33919741346519,7.0,38.0,CO,BAIK,Jakarta_Selatan,3
74,2016-01-13,3,51.961251435132034,16.0,43.0,59.33919741346519,8.0,43.0,CO,BAIK,Jakarta_Selatan,3
75,2016-01-14,3,51.961251435132034,17.0,33.0,59.33919741346519,7.0,33.0,CO,BAIK,Jakarta_Selatan,3
76,2016-01-15,3,58.0,16.0,39.0,46.0,8.0,58.0,PM10,SEDANG,Jakarta_Selatan,2
77,2016-01-16,3,49.0,17.0,34.0,80.0,4.0,80.0,O3,SEDANG,Jakarta_Selatan,2
78,2016-01-17,3,68.0,17.0,39.0,103.0,8.0,103.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
79,2016-01-18,3,62.0,16.0,43.0,73.0,5.0,73.0,O3,SEDANG,Jakarta_Selatan,2
80,2016-01-19,3,59.0,17.0,31.0,83.0,4.0,83.0,O3,SEDANG,Jakarta_Selatan,2
81,2016-01-20,3,51.961251435132034,16.0,39.0,50.0,8.0,50.0,O3,BAIK,Jakarta_Selatan,3
82,2016-01-21,3,54.0,16.0,35.0,73.0,8.0,73.0,O3,SEDANG,Jakarta_Selatan,2
83,2016-01-22,3,51.961251435132034,23.682984790874524,59.0,52.0,9.0,59.0,CO,SEDANG,Jakarta_Selatan,2
84,2016-01-23,3,52.0,23.682984790874524,37.0,46.0,10.0,52.0,PM10,SEDANG,Jakarta_Selatan,2
85,2016-01-24,3,51.961251435132034,23.682984790874524,40.0,44.0,4.0,44.0,O3,BAIK,Jakarta_Selatan,3
86,2016-01-25,3,29.0,23.682984790874524,28.0,46.0,7.0,46.0,O3,BAIK,Jakarta_Selatan,3
87,2016-01-26,3,45.0,23.682984790874524,41.0,54.0,7.0,54.0,O3,SEDANG,Jakarta_Selatan,2
88,2016-01-27,3,70.0,23.682984790874524,58.0,81.0,8.0,81.0,O3,SEDANG,Jakarta_Selatan,2
93,2016-01-01,4,72.0,32.0,12.0,37.0,11.0,72.0,PM10,SEDANG,Jakarta Timur,2
94,2016-01-02,4,42.0,32.0,8.0,34.0,7.0,42.0,PM10,BAIK,Jakarta Timur,3
95,2016-01-03,4,37.0,33.0,9.0,48.0,9.0,48.0,O3,BAIK,Jakarta Timur,3
96,2016-01-04,4,61.0,33.0,6.0,40.0,20.0,61.0,PM10,SEDANG,Jakarta Timur,2
97,2016-01-05,4,99.0,33.0,24.0,55.0,21.0,99.0,PM10,SEDANG,Jakarta Timur,2
98,2016-01-06,4,75.0,33.0,9.0,32.0,11.0,75.0,PM10,SEDANG,Jakarta Timur,2
99,2016-01-07,4,75.0,33.0,8.0,41.0,12.0,75.0,PM10,SEDANG,Jakarta Timur,2
100,2016-01-08,4,60.0,33.0,5.0,35.0,7.0,60.0,PM10,SEDANG,Jakarta Timur,2
101,2016-01-09,4,77.0,33.0,8.0,36.0,8.0,77.0,PM10,SEDANG,Jakarta Timur,2
102,2016-01-10,4,83.0,33.0,7.0,61.0,11.0,83.0,PM10,SEDANG,Jakarta Timur,2
103,2016-01-11,4,82.0,35.0,13.0,65.0,12.0,82.0,PM10,SEDANG,Jakarta Timur,2
104,2016-01-12,4,72.0,35.0,11.0,40.0,12.0,72.0,PM10,SEDANG,Jakarta Timur,2
105,2016-01-13,4,61.0,34.0,19.0,30.0,12.0,61.0,PM10,SEDANG,Jakarta Timur,2
106,2016-01-14,4,57.0,34.0,22.0,34.0,10.0,57.0,PM10,SEDANG,Jakarta Timur,2
107,2016-01-15,4,68.0,35.0,21.0,39.0,10.0,68.0,PM10,SEDANG,Jakarta Timur,2
108,2016-01-16,4,68.0,35.0,22.0,71.0,15.0,71.0,O3,SEDANG,Jakarta Timur,2
109,2016-01-17,4,94.0,38.0,20.0,96.0,17.0,96.0,O3,SEDANG,Jakarta Timur,2
110,2016-01-18,4,96.0,36.0,17.0,67.0,11.0,96.0,PM10,SEDANG,Jakarta Timur,2
111,2016-01-19,4,77.0,39.0,17.0,70.0,13.0,77.0,PM10,SEDANG,Jakarta Timur,2
112,2016-01-20,4,59.0,36.0,14.0,49.0,10.0,59.0,PM10,SEDANG,Jakarta Timur,2
113,2016-01-21,4,59.0,37.0,15.0,59.33919741346519,11.0,59.0,PM10,SEDANG,Jakarta Timur,2
114,2016-01-22,4,79.0,36.0,15.0,59.33919741346519,13.0,79.0,PM10,SEDANG,Jakarta Timur,2
115,2016-01-23,4,55.0,37.0,17.0,59.33919741346519,9.0,55.0,PM10,SEDANG,Jakarta Timur,2
116,2016-01-24,4,53.0,36.0,15.0,59.33919741346519,8.0,53.0,PM10,SEDANG,Jakarta Timur,2
117,2016-01-25,4,37.0,36.0,15.0,59.33919741346519,8.0,37.0,PM10,BAIK,Jakarta Timur,3
118,2016-01-26,4,61.0,36.0,17.0,59.33919741346519,7.0,61.0,PM10,SEDANG,Jakarta Timur,2
119,2016-01-27,4,80.0,36.0,14.0,59.33919741346519,10.0,80.0,PM10,SEDANG,Jakarta Timur,2
120,2016-01-28,4,64.0,36.0,13.0,59.33919741346519,11.0,64.0,PM10,SEDANG,Jakarta Timur,2
121,2016-01-29,4,69.0,37.0,14.0,59.33919741346519,14.0,69.0,PM10,SEDANG,Jakarta Timur,2
122,2016-01-30,4,80.0,23.682984790874524,16.0,59.33919741346519,10.0,80.0,PM10,SEDANG,Jakarta Timur,2
123,2016-01-31,4,80.0,23.682984790874524,16.0,59.33919741346519,10.0,80.0,PM10,SEDANG,Jakarta Timur,2
124,2016-01-01,5,54.0,11.0,16.0,33.0,4.0,54.0,PM10,SEDANG,Jakarta Barat,2
125,2016-01-02,5,43.0,11.0,16.0,30.0,5.0,43.0,PM10,BAIK,Jakarta Barat,3
126,2016-01-03,5,38.0,10.0,16.0,37.0,4.0,38.0,PM10,BAIK,Jakarta Barat,3
127,2016-01-04,5,51.0,12.0,16.0,67.0,8.0,67.0,O3,SEDANG,Jakarta Barat,2
128,2016-01-05,5,68.0,11.0,16.0,50.0,7.0,68.0,PM10,SEDANG,Jakarta Barat,2
129,2016-01-06,5,65.0,23.682984790874524,16.0,37.0,8.0,65.0,PM10,SEDANG,Jakarta Barat,2
130,2016-01-07,5,55.0,12.0,28.0,48.0,13.0,55.0,PM10,SEDANG,Jakarta Barat,2
131,2016-01-08,5,43.0,11.0,22.0,37.0,9.0,43.0,PM10,BAIK,Jakarta Barat,3
132,2016-01-09,5,54.0,10.0,22.0,50.0,9.0,54.0,PM10,SEDANG,Jakarta Barat,2
133,2016-01-10,5,61.0,10.0,23.0,65.0,11.0,65.0,O3,SEDANG,Jakarta Barat,2
134,2016-01-11,5,66.0,10.0,35.0,46.0,11.0,66.0,PM10,SEDANG,Jakarta Barat,2
135,2016-01-12,5,59.0,11.0,33.0,29.0,20.0,59.0,PM10,SEDANG,Jakarta Barat,2
136,2016-01-13,5,65.0,11.0,36.0,32.0,14.0,65.0,PM10,SEDANG,Jakarta Barat,2
137,2016-01-14,5,53.0,10.0,27.0,59.33919741346519,13.0,53.0,PM10,SEDANG,Jakarta Barat,2
138,2016-01-15,5,62.0,11.0,27.0,59.33919741346519,10.0,62.0,PM10,SEDANG,Jakarta Barat,2
139,2016-01-16,5,53.0,10.0,16.0,68.0,8.0,68.0,O3,SEDANG,Jakarta Barat,2
140,2016-01-17,5,38.0,10.0,16.0,61.0,9.0,61.0,O3,SEDANG,Jakarta Barat,2
141,2016-01-18,5,47.0,11.0,27.0,59.33919741346519,15.0,47.0,PM10,BAIK,Jakarta Barat,3
142,2016-01-19,5,56.0,13.0,12.0,52.0,12.0,56.0,PM10,SEDANG,Jakarta Barat,2
143,2016-01-20,5,43.0,13.0,16.0,39.0,9.0,43.0,PM10,BAIK,Jakarta Barat,3
144,2016-01-21,5,44.0,13.0,20.0,26.0,13.0,44.0,PM10,BAIK,Jakarta Barat,3
145,2016-01-22,5,34.0,11.0,16.0,22.0,8.0,34.0,PM10,BAIK,Jakarta Barat,3
146,2016-01-23,5,4.0,11.0,16.0,59.33919741346519,12.0,12.0,NO2,BAIK,Jakarta Barat,3
147,2016-01-24,5,16.0,11.0,16.0,20.0,9.0,20.0,O3,BAIK,Jakarta Barat,3
148,2016-01-25,5,6.0,11.0,16.0,35.0,11.0,35.0,O3,BAIK,Jakarta Barat,3
149,2016-01-26,5,13.0,11.0,16.0,40.0,9.0,40.0,O3,BAIK,Jakarta Barat,3
150,2016-01-27,5,35.0,11.0,16.0,36.0,9.0,36.0,O3,BAIK,Jakarta Barat,3
151,2016-01-28,5,48.0,11.0,16.0,66.0,15.0,66.0,O3,SEDANG,Jakarta Barat,2
155,2016-02-01,1,61.0,42.0,20.0,49.0,3.0,61.0,PM10,SEDANG,Jakarta_Pusat,2
156,2016-02-02,1,46.0,40.0,24.0,51.0,3.0,51.0,O3,SEDANG,Jakarta_Pusat,2
157,2016-02-03,1,41.0,43.0,21.0,55.0,3.0,55.0,O3,SEDANG,Jakarta_Pusat,2
158,2016-02-04,1,61.0,45.0,21.0,60.0,3.0,61.0,PM10,SEDANG,Jakarta_Pusat,2
159,2016-02-05,1,54.0,45.0,27.0,60.0,3.0,60.0,O3,SEDANG,Jakarta_Pusat,2
160,2016-02-06,1,65.0,45.0,35.0,59.0,3.0,65.0,PM10,SEDANG,Jakarta_Pusat,2
161,2016-02-07,1,52.0,39.0,38.0,59.0,2.0,59.0,O3,SEDANG,Jakarta_Pusat,2
162,2016-02-08,1,47.0,40.0,25.0,48.0,2.0,48.0,O3,BAIK,Jakarta_Pusat,3
163,2016-02-09,1,20.0,41.0,13.0,53.0,2.0,53.0,O3,SEDANG,Jakarta_Pusat,2
164,2016-02-10,1,39.0,43.0,18.0,40.0,2.0,43.0,SO2,BAIK,Jakarta_Pusat,3
165,2016-02-11,1,43.0,43.0,21.0,55.0,3.0,55.0,O3,SEDANG,Jakarta_Pusat,2
166,2016-02-12,1,46.0,43.0,27.0,31.0,3.0,46.0,PM10,BAIK,Jakarta_Pusat,3
167,2016-02-13,1,52.0,31.0,55.0,52.0,10.0,55.0,CO,SEDANG,Jakarta_Pusat,2
168,2016-02-14,1,52.0,28.0,27.0,60.0,2.0,60.0,O3,SEDANG,Jakarta_Pusat,2
169,2016-02-15,1,54.0,28.0,29.0,46.0,2.0,54.0,PM10,SEDANG,Jakarta_Pusat,2
170,2016-02-16,1,50.0,28.0,24.0,37.0,2.0,50.0,PM10,BAIK,Jakarta_Pusat,3
171,2016-02-17,1,42.0,27.0,23.0,37.0,2.0,42.0,PM10,BAIK,Jakarta_Pusat,3
172,2016-02-18,1,56.0,28.0,41.0,37.0,2.0,56.0,PM10,SEDANG,Jakarta_Pusat,2
173,2016-02-19,1,62.0,27.0,40.0,38.0,3.0,62.0,PM10,SEDANG,Jakarta_Pusat,2
174,2016-02-20,1,64.0,27.0,27.0,34.0,2.0,64.0,PM10,SEDANG,Jakarta_Pusat,2
175,2016-02-21,1,58.0,27.0,29.0,37.0,2.0,58.0,PM10,SEDANG,Jakarta_Pusat,2
176,2016-02-22,1,51.0,26.0,25.0,39.0,2.0,51.0,PM10,SEDANG,Jakarta_Pusat,2
177,2016-02-23,1,54.0,27.0,27.0,44.0,2.0,54.0,PM10,SEDANG,Jakarta_Pusat,2
178,2016-02-24,1,53.0,27.0,26.0,35.0,2.0,53.0,PM10,SEDANG,Jakarta_Pusat,2
179,2016-02-25,1,39.0,26.0,33.0,35.0,2.0,39.0,PM10,BAIK,Jakarta_Pusat,3
180,2016-02-26,1,49.0,27.0,32.0,37.0,3.0,49.0,PM10,BAIK,Jakarta_Pusat,3
181,2016-02-27,1,49.0,27.0,29.0,29.0,1.0,49.0,PM10,BAIK,Jakarta_Pusat,3
182,2016-02-28,1,42.0,26.0,19.0,29.0,2.0,42.0,PM10,BAIK,Jakarta_Pusat,3
183,2016-02-29,1,46.0,26.0,29.0,29.0,3.0,46.0,PM10,BAIK,Jakarta_Pusat,3
184,2016-02-01,2,33.0,1.0,22.0,38.0,11.0,38.0,O3,BAIK,Jakarta_Utara,3
185,2016-02-02,2,34.0,1.0,29.0,43.0,17.0,43.0,O3,BAIK,Jakarta_Utara,3
186,2016-02-03,2,36.0,2.0,27.0,57.0,15.0,57.0,O3,SEDANG,Jakarta_Utara,2
187,2016-02-04,2,52.0,5.0,25.0,55.0,18.0,55.0,O3,SEDANG,Jakarta_Utara,2
188,2016-02-05,2,51.0,3.0,25.0,43.0,17.0,51.0,PM10,SEDANG,Jakarta_Utara,2
189,2016-02-06,2,63.0,8.0,28.0,87.0,17.0,87.0,O3,SEDANG,Jakarta_Utara,2
190,2016-02-07,2,50.0,6.0,32.0,41.0,11.0,50.0,PM10,BAIK,Jakarta_Utara,3
191,2016-02-08,2,38.0,4.0,27.0,40.0,10.0,40.0,O3,BAIK,Jakarta_Utara,3
192,2016-02-09,2,22.0,2.0,18.0,48.0,7.0,48.0,O3,BAIK,Jakarta_Utara,3
193,2016-02-10,2,29.0,2.0,30.0,38.0,10.0,38.0,O3,BAIK,Jakarta_Utara,3
194,2016-02-11,2,44.0,3.0,32.0,48.0,11.0,48.0,O3,BAIK,Jakarta_Utara,3
195,2016-02-12,2,41.0,3.0,24.0,35.0,15.0,41.0,PM10,BAIK,Jakarta_Utara,3
196,2016-02-13,2,73.0,16.0,47.0,72.0,23.0,73.0,PM10,SEDANG,Jakarta_Utara,2
197,2016-02-14,2,62.0,21.0,24.0,86.0,15.0,86.0,O3,SEDANG,Jakarta_Utara,2
198,2016-02-15,2,55.0,9.0,29.0,63.0,12.0,63.0,O3,SEDANG,Jakarta_Utara,2
199,2016-02-16,2,50.0,6.0,22.0,31.0,14.0,50.0,PM10,BAIK,Jakarta_Utara,3
200,2016-02-17,2,44.0,8.0,27.0,42.0,11.0,44.0,PM10,BAIK,Jakarta_Utara,3
201,2016-02-18,2,56.0,4.0,45.0,37.0,16.0,56.0,PM10,SEDANG,Jakarta_Utara,2
202,2016-02-19,2,78.0,14.0,49.0,44.0,16.0,78.0,PM10,SEDANG,Jakarta_Utara,2
203,2016-02-20,2,62.0,4.0,37.0,37.0,15.0,62.0,PM10,SEDANG,Jakarta_Utara,2
204,2016-02-21,2,52.0,4.0,29.0,41.0,14.0,52.0,PM10,SEDANG,Jakarta_Utara,2
205,2016-02-22,2,44.0,4.0,28.0,40.0,13.0,44.0,PM10,BAIK,Jakarta_Utara,3
206,2016-02-23,2,62.0,6.0,27.0,67.0,21.0,67.0,O3,SEDANG,Jakarta_Utara,2
207,2016-02-24,2,58.0,3.0,32.0,36.0,14.0,58.0,PM10,SEDANG,Jakarta_Utara,2
208,2016-02-25,2,29.0,2.0,25.0,41.0,15.0,41.0,O3,BAIK,Jakarta_Utara,3
209,2016-02-26,2,24.0,2.0,26.0,39.0,18.0,39.0,O3,BAIK,Jakarta_Utara,3
210,2016-02-27,2,50.0,3.0,29.0,35.0,12.0,50.0,PM10,BAIK,Jakarta_Utara,3
211,2016-02-28,2,41.0,2.0,20.0,53.0,12.0,53.0,O3,SEDANG,Jakarta_Utara,2
212,2016-02-29,2,44.0,3.0,24.0,49.0,15.0,49.0,O3,BAIK,Jakarta_Utara,3
216,2016-02-04,3,58.0,13.0,25.0,49.0,10.0,58.0,PM10,SEDANG,Jakarta_Selatan,2
217,2016-02-05,3,54.0,15.0,19.0,52.0,2.0,54.0,PM10,SEDANG,Jakarta_Selatan,2
218,2016-02-06,3,61.0,13.0,20.0,41.0,3.0,61.0,PM10,SEDANG,Jakarta_Selatan,2
219,2016-02-07,3,46.0,13.0,28.0,41.0,5.0,46.0,PM10,BAIK,Jakarta_Selatan,3
220,2016-02-08,3,49.0,13.0,26.0,43.0,10.0,49.0,PM10,BAIK,Jakarta_Selatan,3
221,2016-02-09,3,13.0,13.0,8.0,25.0,10.0,25.0,O3,BAIK,Jakarta_Selatan,3
222,2016-02-10,3,19.0,13.0,14.0,31.0,10.0,31.0,O3,BAIK,Jakarta_Selatan,3
223,2016-02-11,3,29.0,13.0,36.0,32.0,10.0,36.0,CO,BAIK,Jakarta_Selatan,3
224,2016-02-12,3,41.0,13.0,27.0,47.0,4.0,47.0,O3,BAIK,Jakarta_Selatan,3
225,2016-02-13,3,41.0,14.0,56.0,79.0,8.0,79.0,O3,SEDANG,Jakarta_Selatan,2
226,2016-02-14,3,54.0,14.0,23.0,75.0,4.0,75.0,O3,SEDANG,Jakarta_Selatan,2
227,2016-02-15,3,40.0,14.0,22.0,32.0,3.0,40.0,PM10,BAIK,Jakarta_Selatan,3
228,2016-02-16,3,62.0,14.0,30.0,37.0,3.0,62.0,PM10,SEDANG,Jakarta_Selatan,2
229,2016-02-17,3,45.0,14.0,22.0,36.0,3.0,45.0,PM10,BAIK,Jakarta_Selatan,3
230,2016-02-18,3,54.0,14.0,41.0,60.0,3.0,60.0,O3,SEDANG,Jakarta_Selatan,2
231,2016-02-19,3,40.0,14.0,34.0,67.0,3.0,67.0,O3,SEDANG,Jakarta_Selatan,2
232,2016-02-20,3,78.0,14.0,31.0,52.0,3.0,78.0,PM10,SEDANG,Jakarta_Selatan,2
233,2016-02-21,3,61.0,15.0,15.0,49.0,2.0,61.0,PM10,SEDANG,Jakarta_Selatan,2
234,2016-02-22,3,62.0,15.0,30.0,46.0,3.0,62.0,PM10,SEDANG,Jakarta_Selatan,2
235,2016-02-23,3,61.0,14.0,23.0,50.0,3.0,61.0,PM10,SEDANG,Jakarta_Selatan,2
236,2016-02-24,3,43.0,15.0,20.0,38.0,3.0,43.0,PM10,BAIK,Jakarta_Selatan,3
237,2016-02-25,3,26.0,14.0,16.0,42.0,3.0,42.0,O3,BAIK,Jakarta_Selatan,3
238,2016-02-26,3,19.0,15.0,8.0,54.0,10.0,54.0,O3,SEDANG,Jakarta_Selatan,2
239,2016-02-27,3,49.0,15.0,21.0,46.0,10.0,49.0,PM10,BAIK,Jakarta_Selatan,3
240,2016-02-28,3,51.961251435132034,15.0,13.0,46.0,3.0,46.0,O3,BAIK,Jakarta_Selatan,3
241,2016-02-29,3,51.961251435132034,15.0,25.0,42.0,3.0,42.0,O3,BAIK,Jakarta_Selatan,3
242,2016-02-01,4,71.0,23.682984790874524,16.0,59.33919741346519,10.0,71.0,PM10,SEDANG,Jakarta Timur,2
243,2016-02-02,4,52.0,32.0,7.0,38.0,9.0,52.0,PM10,SEDANG,Jakarta Timur,2
244,2016-02-03,4,40.0,9.0,9.0,56.0,10.0,56.0,O3,SEDANG,Jakarta Timur,2
245,2016-02-04,4,68.0,13.0,12.0,56.0,11.0,68.0,PM10,SEDANG,Jakarta Timur,2
246,2016-02-05,4,61.0,11.0,12.0,57.0,13.0,61.0,PM10,SEDANG,Jakarta Timur,2
247,2016-02-06,4,65.0,12.0,17.0,60.0,9.0,65.0,PM10,SEDANG,Jakarta Timur,2
248,2016-02-07,4,64.0,8.0,19.0,46.0,8.0,64.0,PM10,SEDANG,Jakarta Timur,2
249,2016-02-08,4,44.0,8.0,21.0,39.0,8.0,44.0,PM10,BAIK,Jakarta Timur,3
250,2016-02-09,4,19.0,8.0,19.0,31.0,4.0,31.0,O3,BAIK,Jakarta Timur,3
251,2016-02-10,4,38.0,8.0,10.0,42.0,7.0,42.0,O3,BAIK,Jakarta Timur,3
