,tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,Jakarta,kualitas_udara
5287,2018-12-20,4,51.0,27.0,17.0,67.0,14.0,67.0,O3,SEDANG,Jakarta Timur,2
5288,2018-12-21,4,34.0,25.0,8.0,37.0,5.0,37.0,O3,BAIK,Jakarta Timur,3
5289,2018-12-22,4,46.0,31.0,10.0,47.0,8.0,47.0,O3,BAIK,Jakarta Timur,3
5290,2018-12-23,4,39.0,26.0,12.0,42.0,7.0,42.0,O3,BAIK,Jakarta Timur,3
5291,2018-12-24,4,34.0,24.0,8.0,26.0,5.0,34.0,PM10,BAIK,Jakarta Timur,3
5292,2018-12-25,4,29.0,24.0,5.0,23.0,3.0,29.0,PM10,BAIK,Jakarta Timur,3
5293,2018-12-26,4,31.0,25.0,5.0,22.0,3.0,31.0,PM10,BAIK,Jakarta Timur,3
5294,2018-12-27,4,28.0,25.0,7.0,30.0,6.0,30.0,O3,BAIK,Jakarta Timur,3
5295,2018-12-28,4,25.0,24.0,4.0,23.0,3.0,25.0,PM10,BAIK,Jakarta Timur,3
5296,2018-12-29,4,30.0,24.0,4.0,21.0,2.0,30.0,PM10,BAIK,Jakarta Timur,3
5297,2018-12-30,4,48.0,8.0,3.0,21.0,3.0,48.0,PM10,BAIK,Jakarta Timur,3
5298,2018-12-31,4,33.0,8.0,6.0,20.0,4.0,33.0,PM10,BAIK,Jakarta Timur,3
5299,2018-12-01,5,45.0,15.0,12.0,62.0,13.0,62.0,O3,SEDANG,Jakarta Barat,2
5300,2018-12-02,5,49.0,16.0,18.0,79.0,20.0,79.0,O3,SEDANG,Jakarta Barat,2
5301,2018-12-03,5,53.0,15.0,17.0,77.0,16.0,77.0,O3,SEDANG,Jakarta Barat,2
5302,2018-12-04,5,51.0,14.0,30.0,56.0,20.0,56.0,O3,SEDANG,Jakarta Barat,2
5303,2018-12-05,5,55.0,15.0,26.0,81.0,22.0,81.0,O3,SEDANG,Jakarta Barat,2
5304,2018-12-06,5,51.0,14.0,26.0,75.0,17.0,75.0,O3,SEDANG,Jakarta Barat,2
5305,2018-12-07,5,50.0,17.0,25.0,87.0,13.0,87.0,O3,SEDANG,Jakarta Barat,2
5306,2018-12-08,5,60.0,15.0,20.0,78.0,15.0,78.0,O3,SEDANG,Jakarta Barat,2
5307,2018-12-09,5,54.0,16.0,13.0,74.0,13.0,74.0,O3,SEDANG,Jakarta Barat,2
5308,2018-12-10,5,60.0,13.0,28.0,78.0,16.0,78.0,O3,SEDANG,Jakarta Barat,2
5309,2018-12-11,5,72.0,14.0,39.0,91.0,23.0,91.0,O3,SEDANG,Jakarta Barat,2
5310,2018-12-12,5,51.0,13.0,31.0,68.0,22.0,68.0,O3,SEDANG,Jakarta Barat,2
5311,2018-12-13,5,39.0,14.0,15.0,63.0,15.0,63.0,O3,SEDANG,Jakarta Barat,2
5312,2018-12-14,5,34.0,17.0,11.0,48.0,18.0,48.0,O3,BAIK,Jakarta Barat,3
5313,2018-12-15,5,16.0,14.0,6.0,30.0,6.0,30.0,O3,BAIK,Jakarta Barat,3
5314,2018-12-16,5,35.0,13.0,10.0,29.0,6.0,35.0,PM10,BAIK,Jakarta Barat,3
5315,2018-12-17,5,35.0,14.0,11.0,65.0,8.0,65.0,O3,SEDANG,Jakarta Barat,2
5316,2018-12-18,5,38.0,16.0,9.0,64.0,8.0,64.0,O3,SEDANG,Jakarta Barat,2
5317,2018-12-19,5,52.0,17.0,24.0,71.0,19.0,71.0,O3,SEDANG,Jakarta Barat,2
5318,2018-12-20,5,35.0,15.0,13.0,44.0,18.0,44.0,O3,BAIK,Jakarta Barat,3
5319,2018-12-21,5,27.0,16.0,9.0,43.0,6.0,43.0,O3,BAIK,Jakarta Barat,3
5320,2018-12-22,5,43.0,32.0,10.0,51.0,11.0,51.0,O3,SEDANG,Jakarta Barat,2
5321,2018-12-23,5,40.0,20.0,11.0,44.0,8.0,44.0,O3,BAIK,Jakarta Barat,3
5322,2018-12-24,5,13.0,14.0,7.0,19.0,2.0,19.0,O3,BAIK,Jakarta Barat,3
5323,2018-12-25,5,24.0,15.0,7.0,22.0,4.0,24.0,PM10,BAIK,Jakarta Barat,3
5324,2018-12-26,5,11.0,16.0,6.0,22.0,5.0,22.0,O3,BAIK,Jakarta Barat,3
5325,2018-12-27,5,6.0,2.0,8.0,48.0,10.0,48.0,O3,BAIK,Jakarta Barat,3
5326,2018-12-28,5,51.961251435132034,1.0,7.0,40.0,10.0,40.0,O3,BAIK,Jakarta Barat,3
5327,2018-12-29,5,51.961251435132034,23.682984790874524,6.0,49.0,10.0,49.0,O3,BAIK,Jakarta Barat,3
5328,2018-12-30,5,51.961251435132034,23.682984790874524,6.0,51.0,10.0,51.0,O3,SEDANG,Jakarta Barat,2
5329,2018-12-31,5,51.961251435132034,11.0,6.0,34.0,2.0,34.0,O3,BAIK,Jakarta Barat,3
5330,2019-01-01,1,29.0,15.0,5.0,59.33919741346519,13.0,29.0,PM10,BAIK,Jakarta_Pusat,3
5331,2019-01-02,1,24.0,17.0,5.0,59.33919741346519,6.0,24.0,PM10,BAIK,Jakarta_Pusat,3
5332,2019-01-03,1,16.0,16.0,5.0,29.0,4.0,29.0,O3,BAIK,Jakarta_Pusat,3
5333,2019-01-04,1,38.0,18.0,8.0,24.0,10.0,38.0,PM10,BAIK,Jakarta_Pusat,3
5334,2019-01-05,1,37.0,29.0,16.0,59.33919741346519,16.0,37.0,PM10,BAIK,Jakarta_Pusat,3
5335,2019-01-06,1,66.0,34.0,30.0,59.33919741346519,27.0,66.0,PM10,SEDANG,Jakarta_Pusat,2
5336,2019-01-07,1,52.0,47.0,14.0,59.33919741346519,25.0,52.0,PM10,SEDANG,Jakarta_Pusat,2
5337,2019-01-08,1,36.0,23.682984790874524,25.0,89.0,10.0,89.0,O3,SEDANG,Jakarta_Pusat,2
5338,2019-01-09,1,61.0,15.0,28.0,198.0,8.0,198.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5339,2019-01-10,1,41.0,13.0,26.0,128.0,8.0,128.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5340,2019-01-11,1,53.0,12.0,26.0,62.0,10.0,62.0,O3,SEDANG,Jakarta_Pusat,2
5341,2019-01-12,1,50.0,11.0,24.0,66.0,10.0,66.0,O3,SEDANG,Jakarta_Pusat,2
5342,2019-01-13,1,65.0,11.0,28.0,77.0,10.0,77.0,O3,SEDANG,Jakarta_Pusat,2
5343,2019-01-14,1,65.0,12.0,32.0,99.0,9.0,99.0,O3,SEDANG,Jakarta_Pusat,2
5344,2019-01-15,1,65.0,13.0,26.0,56.0,10.0,65.0,PM10,SEDANG,Jakarta_Pusat,2
5345,2019-01-16,1,37.0,16.0,19.0,28.0,10.0,37.0,PM10,BAIK,Jakarta_Pusat,3
5346,2019-01-17,1,56.0,22.0,23.0,101.0,10.0,101.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5347,2019-01-18,1,27.0,12.0,16.0,103.0,10.0,103.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5348,2019-01-19,1,42.0,13.0,27.0,127.0,10.0,127.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5349,2019-01-20,1,74.0,30.0,31.0,28.0,10.0,74.0,PM10,SEDANG,Jakarta_Pusat,2
5350,2019-01-21,1,62.0,15.0,22.0,47.0,5.0,62.0,PM10,SEDANG,Jakarta_Pusat,2
5351,2019-01-22,1,39.0,15.0,23.0,46.0,10.0,46.0,O3,BAIK,Jakarta_Pusat,3
5352,2019-01-23,1,59.0,16.0,37.0,26.0,10.0,59.0,PM10,SEDANG,Jakarta_Pusat,2
5353,2019-01-24,1,51.0,17.0,20.0,35.0,10.0,51.0,PM10,SEDANG,Jakarta_Pusat,2
5354,2019-01-25,1,29.0,19.0,22.0,47.0,12.0,47.0,O3,BAIK,Jakarta_Pusat,3
5355,2019-01-26,1,63.0,19.0,33.0,118.0,15.0,118.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5356,2019-01-27,1,24.0,12.0,14.0,59.33919741346519,10.0,24.0,PM10,BAIK,Jakarta_Pusat,3
5357,2019-01-28,1,52.0,12.0,22.0,64.0,10.0,64.0,O3,SEDANG,Jakarta_Pusat,2
5358,2019-01-29,1,48.0,11.0,19.0,80.0,11.0,80.0,O3,SEDANG,Jakarta_Pusat,2
5359,2019-01-30,1,24.0,18.0,22.0,73.0,9.0,73.0,O3,SEDANG,Jakarta_Pusat,2
5360,2019-01-31,1,53.0,23.0,22.0,33.0,11.0,53.0,PM10,SEDANG,Jakarta_Pusat,2
5361,2019-01-01,2,14.0,10.0,7.0,71.0,10.0,71.0,O3,SEDANG,Jakarta_Utara,2
5362,2019-01-02,2,20.0,12.0,4.0,79.0,10.0,79.0,O3,SEDANG,Jakarta_Utara,2
5363,2019-01-03,2,16.0,12.0,4.0,65.0,10.0,65.0,O3,SEDANG,Jakarta_Utara,2
5364,2019-01-04,2,33.0,14.0,7.0,64.0,11.0,64.0,O3,SEDANG,Jakarta_Utara,2
5365,2019-01-05,2,36.0,15.0,6.0,39.0,20.0,39.0,O3,BAIK,Jakarta_Utara,3
5366,2019-01-06,2,55.0,19.0,14.0,105.0,10.0,105.0,O3,TIDAK SEHAT,Jakarta_Utara,1
5367,2019-01-07,2,53.0,18.0,9.0,59.33919741346519,9.0,53.0,PM10,SEDANG,Jakarta_Utara,2
5368,2019-01-08,2,33.0,19.0,7.0,113.0,26.0,113.0,O3,TIDAK SEHAT,Jakarta_Utara,1
5369,2019-01-09,2,61.0,22.0,13.0,66.0,14.0,66.0,O3,SEDANG,Jakarta_Utara,2
5370,2019-01-10,2,47.0,16.0,13.0,64.0,18.0,64.0,O3,SEDANG,Jakarta_Utara,2
5371,2019-01-11,2,38.0,19.0,19.0,27.0,13.0,38.0,PM10,BAIK,Jakarta_Utara,3
5372,2019-01-12,2,33.0,22.0,8.0,33.0,16.0,33.0,PM10,BAIK,Jakarta_Utara,3
5373,2019-01-13,2,40.0,19.0,13.0,36.0,15.0,40.0,PM10,BAIK,Jakarta_Utara,3
5374,2019-01-14,2,49.0,22.0,19.0,33.0,18.0,49.0,PM10,BAIK,Jakarta_Utara,3
5375,2019-01-15,2,48.0,23.0,13.0,58.0,13.0,58.0,O3,SEDANG,Jakarta_Utara,2
5376,2019-01-16,2,32.0,20.0,9.0,49.0,7.0,49.0,O3,BAIK,Jakarta_Utara,3
5377,2019-01-17,2,45.0,20.0,14.0,45.0,14.0,45.0,PM10,BAIK,Jakarta_Utara,3
5378,2019-01-18,2,24.0,19.0,9.0,45.0,13.0,45.0,O3,BAIK,Jakarta_Utara,3
5379,2019-01-19,2,32.0,19.0,20.0,35.0,13.0,35.0,O3,BAIK,Jakarta_Utara,3
5380,2019-01-20,2,56.0,20.0,26.0,53.0,17.0,56.0,PM10,SEDANG,Jakarta_Utara,2
5381,2019-01-21,2,45.0,19.0,14.0,52.0,12.0,52.0,O3,SEDANG,Jakarta_Utara,2
5382,2019-01-22,2,22.0,23.682984790874524,16.0,59.33919741346519,10.0,22.0,PM10,BAIK,Jakarta_Utara,3
5383,2019-01-23,2,41.0,20.0,32.0,36.0,14.0,41.0,PM10,BAIK,Jakarta_Utara,3
5384,2019-01-24,2,35.0,19.0,11.0,29.0,12.0,35.0,PM10,BAIK,Jakarta_Utara,3
5385,2019-01-25,2,28.0,19.0,15.0,43.0,12.0,43.0,O3,BAIK,Jakarta_Utara,3
5386,2019-01-26,2,50.0,22.0,16.0,39.0,17.0,50.0,PM10,BAIK,Jakarta_Utara,3
5387,2019-01-27,2,31.0,18.0,7.0,42.0,7.0,42.0,O3,BAIK,Jakarta_Utara,3
5388,2019-01-28,2,39.0,18.0,29.0,32.0,15.0,39.0,PM10,BAIK,Jakarta_Utara,3
5389,2019-01-29,2,34.0,18.0,12.0,33.0,11.0,34.0,PM10,BAIK,Jakarta_Utara,3
5390,2019-01-30,2,23.0,19.0,13.0,46.0,16.0,46.0,O3,BAIK,Jakarta_Utara,3
5391,2019-01-31,2,45.0,19.0,12.0,43.0,17.0,45.0,PM10,BAIK,Jakarta_Utara,3
5392,2019-01-01,3,21.0,13.0,3.0,40.0,1.0,40.0,O3,BAIK,Jakarta_Selatan,3
5393,2019-01-02,3,20.0,13.0,4.0,47.0,2.0,47.0,O3,BAIK,Jakarta_Selatan,3
5394,2019-01-03,3,23.0,13.0,4.0,46.0,2.0,46.0,O3,BAIK,Jakarta_Selatan,3
5395,2019-01-04,3,42.0,11.0,7.0,38.0,3.0,42.0,PM10,BAIK,Jakarta_Selatan,3
5396,2019-01-05,3,54.0,11.0,10.0,40.0,3.0,54.0,PM10,SEDANG,Jakarta_Selatan,2
5397,2019-01-06,3,69.0,10.0,22.0,59.33919741346519,4.0,69.0,PM10,SEDANG,Jakarta_Selatan,2
5398,2019-01-07,3,71.0,11.0,16.0,132.0,8.0,132.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
5399,2019-01-08,3,40.0,10.0,7.0,143.0,3.0,143.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
5400,2019-01-09,3,55.0,10.0,12.0,158.0,6.0,158.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
5401,2019-01-10,3,49.0,12.0,16.0,127.0,3.0,127.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
5402,2019-01-11,3,54.0,12.0,18.0,91.0,4.0,91.0,O3,SEDANG,Jakarta_Selatan,2
5403,2019-01-12,3,57.0,23.682984790874524,22.0,90.0,9.0,90.0,O3,SEDANG,Jakarta_Selatan,2
5404,2019-01-13,3,58.0,23.682984790874524,22.0,119.0,8.0,119.0,O3,TIDAK SEHAT,Jakarta_Selatan,1
5405,2019-01-14,3,46.0,23.682984790874524,22.0,67.0,11.0,67.0,O3,SEDANG,Jakarta_Selatan,2
5406,2019-01-15,3,72.0,10.0,18.0,53.0,10.0,72.0,PM10,SEDANG,Jakarta_Selatan,2
5407,2019-01-16,3,31.0,7.0,6.0,64.0,5.0,64.0,O3,SEDANG,Jakarta_Selatan,2
5408,2019-01-17,3,39.0,7.0,8.0,58.0,4.0,58.0,O3,SEDANG,Jakarta_Selatan,2
5409,2019-01-18,3,20.0,7.0,6.0,48.0,4.0,48.0,O3,BAIK,Jakarta_Selatan,3
5410,2019-01-19,3,44.0,8.0,13.0,63.0,7.0,63.0,O3,SEDANG,Jakarta_Selatan,2
5411,2019-01-20,3,60.0,11.0,25.0,82.0,12.0,82.0,O3,SEDANG,Jakarta_Selatan,2
5412,2019-01-21,3,52.0,10.0,14.0,94.0,8.0,94.0,O3,SEDANG,Jakarta_Selatan,2
5413,2019-01-22,3,23.0,9.0,12.0,92.0,8.0,92.0,O3,SEDANG,Jakarta_Selatan,2
5414,2019-01-23,3,40.0,9.0,24.0,70.0,9.0,70.0,O3,SEDANG,Jakarta_Selatan,2
5415,2019-01-24,3,36.0,9.0,13.0,81.0,9.0,81.0,O3,SEDANG,Jakarta_Selatan,2
5416,2019-01-25,3,32.0,8.0,25.0,74.0,9.0,74.0,O3,SEDANG,Jakarta_Selatan,2
5417,2019-01-26,3,50.0,9.0,33.0,67.0,8.0,67.0,O3,SEDANG,Jakarta_Selatan,2
5418,2019-01-27,3,56.0,9.0,39.0,74.0,8.0,74.0,O3,SEDANG,Jakarta_Selatan,2
5419,2019-01-28,3,53.0,9.0,25.0,77.0,6.0,77.0,O3,SEDANG,Jakarta_Selatan,2
5420,2019-01-29,3,46.0,9.0,22.0,88.0,6.0,88.0,O3,SEDANG,Jakarta_Selatan,2
5421,2019-01-30,3,47.0,10.0,32.0,67.0,9.0,67.0,O3,SEDANG,Jakarta_Selatan,2
5422,2019-01-31,3,56.0,10.0,21.0,54.0,7.0,56.0,PM10,SEDANG,Jakarta_Selatan,2
5423,2019-01-01,4,16.0,7.0,6.0,24.0,3.0,24.0,O3,BAIK,Jakarta Timur,3
5424,2019-01-02,4,17.0,7.0,5.0,25.0,4.0,25.0,O3,BAIK,Jakarta Timur,3
5425,2019-01-03,4,15.0,7.0,5.0,26.0,4.0,26.0,O3,BAIK,Jakarta Timur,3
5426,2019-01-04,4,32.0,8.0,9.0,48.0,8.0,48.0,O3,BAIK,Jakarta Timur,3
5427,2019-01-05,4,50.0,9.0,10.0,51.0,8.0,51.0,O3,SEDANG,Jakarta Timur,2
5428,2019-01-06,4,61.0,11.0,22.0,93.0,11.0,93.0,O3,SEDANG,Jakarta Timur,2
5429,2019-01-07,4,70.0,17.0,16.0,62.0,11.0,70.0,PM10,SEDANG,Jakarta Timur,2
5430,2019-01-08,4,51.0,22.0,11.0,84.0,15.0,84.0,O3,SEDANG,Jakarta Timur,2
5432,2019-01-10,4,59.0,22.0,27.0,59.33919741346519,12.0,59.0,PM10,SEDANG,Jakarta Timur,2
5433,2019-01-11,4,55.0,23.0,28.0,59.33919741346519,10.0,55.0,PM10,SEDANG,Jakarta Timur,2
5434,2019-01-12,4,57.0,26.0,17.0,45.0,10.0,57.0,PM10,SEDANG,Jakarta Timur,2
5435,2019-01-13,4,61.0,24.0,15.0,55.0,11.0,61.0,PM10,SEDANG,Jakarta Timur,2
5436,2019-01-14,4,54.0,25.0,20.0,30.0,11.0,54.0,PM10,SEDANG,Jakarta Timur,2
5437,2019-01-15,4,47.0,27.0,15.0,44.0,10.0,47.0,PM10,BAIK,Jakarta Timur,3
5438,2019-01-16,4,27.0,23.0,8.0,26.0,5.0,27.0,PM10,BAIK,Jakarta Timur,3
5439,2019-01-17,4,33.0,23.0,14.0,15.0,9.0,33.0,PM10,BAIK,Jakarta Timur,3
5440,2019-01-18,4,25.0,23.0,7.0,18.0,5.0,25.0,PM10,BAIK,Jakarta Timur,3
5441,2019-01-19,4,38.0,24.0,10.0,20.0,7.0,38.0,PM10,BAIK,Jakarta Timur,3
5442,2019-01-20,4,52.0,26.0,32.0,28.0,11.0,52.0,PM10,SEDANG,Jakarta Timur,2
5443,2019-01-21,4,47.0,24.0,15.0,37.0,9.0,47.0,PM10,BAIK,Jakarta Timur,3
5444,2019-01-22,4,31.0,24.0,14.0,38.0,9.0,38.0,O3,BAIK,Jakarta Timur,3
5445,2019-01-23,4,46.0,23.0,23.0,32.0,9.0,46.0,PM10,BAIK,Jakarta Timur,3
5446,2019-01-24,4,39.0,19.0,19.0,33.0,10.0,39.0,PM10,BAIK,Jakarta Timur,3
5447,2019-01-25,4,26.0,15.0,23.0,27.0,7.0,27.0,O3,BAIK,Jakarta Timur,3
5448,2019-01-26,4,43.0,14.0,37.0,39.0,9.0,43.0,PM10,BAIK,Jakarta Timur,3
5449,2019-01-27,4,40.0,13.0,49.0,33.0,8.0,49.0,CO,BAIK,Jakarta Timur,3
5450,2019-01-28,4,32.0,20.0,28.0,28.0,8.0,32.0,PM10,BAIK,Jakarta Timur,3
5451,2019-01-29,4,33.0,19.0,33.0,27.0,8.0,33.0,PM10,BAIK,Jakarta Timur,3
5452,2019-01-30,4,32.0,21.0,21.0,31.0,9.0,32.0,PM10,BAIK,Jakarta Timur,3
5453,2019-01-31,4,24.0,19.0,15.0,36.0,8.0,36.0,O3,BAIK,Jakarta Timur,3
5454,2019-01-01,5,10.0,10.0,7.0,44.0,4.0,44.0,O3,BAIK,Jakarta Barat,3
5455,2019-01-02,5,7.0,11.0,6.0,44.0,3.0,44.0,O3,BAIK,Jakarta Barat,3
5456,2019-01-03,5,9.0,10.0,6.0,35.0,2.0,35.0,O3,BAIK,Jakarta Barat,3
5457,2019-01-04,5,39.0,12.0,10.0,26.0,5.0,39.0,PM10,BAIK,Jakarta Barat,3
5458,2019-01-05,5,33.0,12.0,9.0,45.0,5.0,45.0,O3,BAIK,Jakarta Barat,3
5459,2019-01-06,5,59.0,14.0,25.0,63.0,10.0,63.0,O3,SEDANG,Jakarta Barat,2
5460,2019-01-07,5,33.0,15.0,13.0,95.0,12.0,95.0,O3,SEDANG,Jakarta Barat,2
5461,2019-01-08,5,24.0,13.0,10.0,76.0,12.0,76.0,O3,SEDANG,Jakarta Barat,2
5462,2019-01-09,5,44.0,13.0,20.0,64.0,21.0,64.0,O3,SEDANG,Jakarta Barat,2
5463,2019-01-10,5,12.0,11.0,18.0,49.0,16.0,49.0,O3,BAIK,Jakarta Barat,3
5464,2019-01-11,5,63.0,13.0,22.0,39.0,11.0,63.0,PM10,SEDANG,Jakarta Barat,2
5465,2019-01-12,5,45.0,21.0,19.0,47.0,16.0,47.0,O3,BAIK,Jakarta Barat,3
5466,2019-01-13,5,53.0,12.0,19.0,70.0,11.0,70.0,O3,SEDANG,Jakarta Barat,2
5467,2019-01-14,5,41.0,13.0,20.0,49.0,15.0,49.0,O3,BAIK,Jakarta Barat,3
5468,2019-01-15,5,46.0,25.0,13.0,59.0,13.0,59.0,O3,SEDANG,Jakarta Barat,2
5469,2019-01-16,5,25.0,14.0,8.0,43.0,6.0,43.0,O3,BAIK,Jakarta Barat,3
5470,2019-01-17,5,46.0,15.0,12.0,49.0,10.0,49.0,O3,BAIK,Jakarta Barat,3
5471,2019-01-18,5,16.0,11.0,7.0,31.0,1.0,31.0,O3,BAIK,Jakarta Barat,3
5472,2019-01-19,5,22.0,9.0,16.0,45.0,8.0,45.0,O3,BAIK,Jakarta Barat,3
5473,2019-01-20,5,69.0,9.0,39.0,63.0,10.0,69.0,PM10,SEDANG,Jakarta Barat,2
5474,2019-01-21,5,56.0,9.0,22.0,59.0,7.0,59.0,O3,SEDANG,Jakarta Barat,2
5475,2019-01-22,5,16.0,9.0,18.0,41.0,8.0,41.0,O3,BAIK,Jakarta Barat,3
5476,2019-01-23,5,52.0,9.0,28.0,36.0,11.0,52.0,PM10,SEDANG,Jakarta Barat,2
5477,2019-01-24,5,48.0,9.0,17.0,37.0,8.0,48.0,PM10,BAIK,Jakarta Barat,3
5478,2019-01-25,5,21.0,9.0,16.0,52.0,8.0,52.0,O3,SEDANG,Jakarta Barat,2
5479,2019-01-26,5,53.0,9.0,31.0,53.0,15.0,53.0,PM10,SEDANG,Jakarta Barat,2
5480,2019-01-27,5,35.0,9.0,16.0,43.0,9.0,43.0,O3,BAIK,Jakarta Barat,3
5481,2019-01-28,5,49.0,9.0,34.0,44.0,9.0,49.0,PM10,BAIK,Jakarta Barat,3
5482,2019-01-29,5,32.0,9.0,17.0,37.0,8.0,37.0,O3,BAIK,Jakarta Barat,3
5483,2019-01-30,5,20.0,5.0,22.0,44.0,9.0,44.0,O3,BAIK,Jakarta Barat,3
5484,2019-01-31,5,44.0,16.0,12.0,49.0,8.0,49.0,O3,BAIK,Jakarta Barat,3
5485,2019-02-01,1,61.0,20.0,47.0,93.0,9.0,93.0,O3,SEDANG,Jakarta_Pusat,2
5486,2019-02-02,1,61.0,37.0,47.0,31.0,10.0,61.0,PM10,SEDANG,Jakarta_Pusat,2
5487,2019-02-03,1,51.0,26.0,16.0,37.0,7.0,51.0,PM10,SEDANG,Jakarta_Pusat,2
5488,2019-02-04,1,54.0,22.0,27.0,31.0,6.0,54.0,PM10,SEDANG,Jakarta_Pusat,2
5489,2019-02-05,1,45.0,20.0,29.0,30.0,7.0,45.0,PM10,BAIK,Jakarta_Pusat,3
5490,2019-02-06,1,49.0,26.0,20.0,24.0,11.0,49.0,PM10,BAIK,Jakarta_Pusat,3
5491,2019-02-07,1,59.0,25.0,34.0,65.0,10.0,65.0,O3,SEDANG,Jakarta_Pusat,2
5492,2019-02-08,1,45.0,17.0,23.0,132.0,13.0,132.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5493,2019-02-09,1,57.0,18.0,20.0,144.0,9.0,144.0,O3,TIDAK SEHAT,Jakarta_Pusat,1
5494,2019-02-10,1,56.0,21.0,22.0,64.0,11.0,64.0,O3,SEDANG,Jakarta_Pusat,2
5495,2019-02-11,1,30.0,17.0,19.0,60.0,7.0,60.0,O3,SEDANG,Jakarta_Pusat,2
5496,2019-02-12,1,50.0,20.0,36.0,59.33919741346519,14.0,50.0,PM10,BAIK,Jakarta_Pusat,3
5497,2019-02-13,1,52.0,14.0,33.0,17.0,18.0,52.0,PM10,SEDANG,Jakarta_Pusat,2
5498,2019-02-14,1,53.0,14.0,35.0,28.0,15.0,53.0,PM10,SEDANG,Jakarta_Pusat,2
5499,2019-02-15,1,31.0,13.0,19.0,22.0,9.0,31.0,PM10,BAIK,Jakarta_Pusat,3
5500,2019-02-16,1,18.0,13.0,15.0,51.0,10.0,51.0,O3,SEDANG,Jakarta_Pusat,2
5501,2019-02-17,1,24.0,17.0,13.0,46.0,10.0,46.0,O3,BAIK,Jakarta_Pusat,3
5502,2019-02-18,1,41.0,21.0,25.0,41.0,18.0,41.0,PM10,BAIK,Jakarta_Pusat,3
5503,2019-02-19,1,64.0,20.0,26.0,48.0,21.0,64.0,PM10,SEDANG,Jakarta_Pusat,2
5504,2019-02-20,1,56.0,14.0,34.0,22.0,21.0,56.0,PM10,SEDANG,Jakarta_Pusat,2
5505,2019-02-21,1,37.0,14.0,28.0,19.0,17.0,37.0,PM10,BAIK,Jakarta_Pusat,3
5506,2019-02-22,1,49.0,14.0,32.0,16.0,19.0,49.0,PM10,BAIK,Jakarta_Pusat,3
5507,2019-02-23,1,32.0,12.0,24.0,56.0,15.0,56.0,O3,SEDANG,Jakarta_Pusat,2
5508,2019-02-24,1,48.0,12.0,29.0,46.0,14.0,48.0,PM10,BAIK,Jakarta_Pusat,3
5509,2019-02-25,1,36.0,12.0,23.0,49.0,11.0,49.0,O3,BAIK,Jakarta_Pusat,3
5510,2019-02-26,1,48.0,14.0,25.0,25.0,14.0,48.0,PM10,BAIK,Jakarta_Pusat,3
5511,2019-02-27,1,55.0,14.0,24.0,22.0,17.0,55.0,PM10,SEDANG,Jakarta_Pusat,2
5512,2019-02-28,1,42.0,13.0,22.0,28.0,13.0,42.0,PM10,BAIK,Jakarta_Pusat,3
5513,2019-02-01,2,51.0,20.0,39.0,45.0,12.0,51.0,PM10,SEDANG,Jakarta_Utara,2
5514,2019-02-02,2,51.0,22.0,20.0,37.0,14.0,51.0,PM10,SEDANG,Jakarta_Utara,2
5515,2019-02-03,2,43.0,21.0,10.0,35.0,13.0,43.0,PM10,BAIK,Jakarta_Utara,3
5516,2019-02-04,2,46.0,27.0,24.0,30.0,10.0,46.0,PM10,BAIK,Jakarta_Utara,3
5517,2019-02-05,2,47.0,20.0,20.0,36.0,10.0,47.0,PM10,BAIK,Jakarta_Utara,3
5518,2019-02-06,2,34.0,20.0,9.0,31.0,13.0,34.0,PM10,BAIK,Jakarta_Utara,3
5519,2019-02-07,2,70.0,39.0,30.0,47.0,19.0,70.0,PM10,SEDANG,Jakarta_Utara,2
5520,2019-02-08,2,63.0,44.0,15.0,56.0,16.0,63.0,PM10,SEDANG,Jakarta_Utara,2
5521,2019-02-09,2,59.0,24.0,18.0,75.0,22.0,75.0,O3,SEDANG,Jakarta_Utara,2
5522,2019-02-10,2,56.0,23.0,16.0,56.0,17.0,56.0,PM10,SEDANG,Jakarta_Utara,2
5523,2019-02-11,2,24.0,19.0,7.0,50.0,16.0,50.0,O3,BAIK,Jakarta_Utara,3
5524,2019-02-12,2,56.0,34.0,24.0,44.0,17.0,56.0,PM10,SEDANG,Jakarta_Utara,2
5525,2019-02-13,2,54.0,26.0,20.0,34.0,17.0,54.0,PM10,SEDANG,Jakarta_Utara,2
5526,2019-02-14,2,70.0,35.0,25.0,47.0,17.0,70.0,PM10,SEDANG,Jakarta_Utara,2
5527,2019-02-15,2,43.0,23.0,8.0,32.0,14.0,43.0,PM10,BAIK,Jakarta_Utara,3
5528,2019-02-16,2,26.0,21.0,6.0,38.0,12.0,38.0,O3,BAIK,Jakarta_Utara,3
5529,2019-02-17,2,22.0,19.0,6.0,63.0,6.0,63.0,O3,SEDANG,Jakarta_Utara,2
